YOR073W;n/a;DAB intermed responsive;JORGENSEN ORIGINAL LIST
YOR078W;n/a;NAM responsive;JORGENSEN ORIGINAL LIST
YOR080W;FCL1;n/a;JORGENSEN ORIGINAL LIST
YOR083W;n/a;NAM responsive;JORGENSEN ORIGINAL LIST
YOR117W;RPT5;n/a;JORGENSEN ORIGINAL LIST
YOR141C;ARP8;DAB unresponsive;JORGENSEN ORIGINAL LIST
YOR150W;MRPL23;NAM responsive;JORGENSEN ORIGINAL LIST
YOR187W;TUF1;NAM responsive;JORGENSEN ORIGINAL LIST
YOR198C;BFR1;DAB hyper responsive;JORGENSEN ORIGINAL LIST
YOR200W;n/a;NAM responsive;JORGENSEN ORIGINAL LIST
YOR206W;NOC2;n/a;JORGENSEN ORIGINAL LIST
YOR241W;MET7;DAB responsive;JORGENSEN ORIGINAL LIST
YOR258W;HNT3;DAB responsive;JORGENSEN ORIGINAL LIST
YOR259C;RPT4;n/a;JORGENSEN ORIGINAL LIST
YOR293W;RPS10A;NAM responsive;JORGENSEN ORIGINAL LIST
YOR295W;UAF30;NAM unresponsive;JORGENSEN ORIGINAL LIST
YOR309C;n/a;NAM Intermed responsive;JORGENSEN ORIGINAL LIST
YOR310C;NOP5;n/a;JORGENSEN ORIGINAL LIST
YOR330C;MIP1;NAM responsive;JORGENSEN ORIGINAL LIST
YOR341W;RPA190;n/a;JORGENSEN ORIGINAL LIST
YOR360C;PDE2;n/a;JORGENSEN ORIGINAL LIST
YOR369C;RS12;n/a;JORGENSEN ORIGINAL LIST
YPL005W;n/a;NAM Hyper responsive;JORGENSEN ORIGINAL LIST
YPL029W;SUV3;NAM Hyper responsive;JORGENSEN ORIGINAL LIST
YPL031C;PHO85;NAM Hyper responsive;JORGENSEN ORIGINAL LIST
YPL040C;ISM1;NAM responsive;JORGENSEN ORIGINAL LIST
YPL042C;SSN3;DAB hyper responsive;JORGENSEN ORIGINAL LIST
YPL050C;MNN9;NAM responsive;JORGENSEN ORIGINAL LIST
YPL055C;n/a;n/a;JORGENSEN ORIGINAL LIST
YPL078C;ATP4;NAM responsive;JORGENSEN ORIGINAL LIST
YPL079W;RPL21B;NAM Intermed responsive;JORGENSEN ORIGINAL LIST
YPL080C;n/a;NAM responsive;JORGENSEN ORIGINAL LIST
YPL093W;NOG1;n/a;JORGENSEN ORIGINAL LIST
YPL104W;MSD1;NAM responsive;JORGENSEN ORIGINAL LIST
YPL129W;ANC1;n/a;JORGENSEN ORIGINAL LIST
YPL131W;RPL5;n/a;JORGENSEN ORIGINAL LIST
YPL142C;YPL142C;n/a;JORGENSEN ORIGINAL LIST
YPL148C;PPT2;NAM responsive;JORGENSEN ORIGINAL LIST
YPL161C;BEM4;DAB hyper responsive;JORGENSEN ORIGINAL LIST
YPL169C;MEX67;n/a;JORGENSEN ORIGINAL LIST
YPL172C;COX10;NAM Hyper responsive;JORGENSEN ORIGINAL LIST
YPL180W;SHD7;DAB responsive;JORGENSEN ORIGINAL LIST
YPL193W;RSA1;NAM Intermed responsive;JORGENSEN ORIGINAL LIST
YPL235W;RVB2;n/a;JORGENSEN ORIGINAL LIST
YPL254W;HFI1;n/a;JORGENSEN ORIGINAL LIST
YPL268W;PLC1;n/a;JORGENSEN ORIGINAL LIST
YPR016C;TIF6;n/a;JORGENSEN ORIGINAL LIST
YPR043W;RPL43A;DAB unresponsive;JORGENSEN ORIGINAL LIST
YPR044C;n/a;DAB intermed responsive;JORGENSEN ORIGINAL LIST
YPR045C;n/a;DAB responsive;JORGENSEN ORIGINAL LIST
YPR047W;MSF1;NAM Hyper responsive;JORGENSEN ORIGINAL LIST
YPR067W;ISA2;NAM responsive;JORGENSEN ORIGINAL LIST
YPR087W;n/a;DAB hyper responsive;JORGENSEN ORIGINAL LIST
YPR099C;n/a;NAM Hyper responsive;JORGENSEN ORIGINAL LIST
YPR100W;n/a;NAM Hyper responsive;JORGENSEN ORIGINAL LIST
YPR108W;RPN7;n/a;JORGENSEN ORIGINAL LIST
YPR119W;CLB2;DAB responsive;JORGENSEN ORIGINAL LIST
YPR135W;POB1;DAB unresponsive;JORGENSEN ORIGINAL LIST
YPR139C;n/a;n/a;JORGENSEN ORIGINAL LIST
YPR141C;KAR3;n/a;JORGENSEN ORIGINAL LIST
YPR159W;KRE6;n/a;JORGENSEN ORIGINAL LIST
YPR163C;TIF3;n/a;JORGENSEN ORIGINAL LIST
YIL119C;RPI1;NAM responsive;NEW PROTEIN
YLR120C;YPS51;NAM responsive;NEW PROTEIN
YDR110W;FOB1;NAM Intermed responsive;NEW PROTEIN
YDR457W;TOM1;NAM Intermed responsive;NEW PROTEIN
YPR164W;SLM6;NAM Hyper responsive;NEW PROTEIN
YOR209C;NPT1;DAB responsive;NEW PROTEIN
YJR094W;RPL43B;DAB responsive and SMALL rib.;NEW PROTEIN
YOL068C;HST1;DAB responsive;NEW PROTEIN
YPR111W;DBF20;DAB responsive;NEW PROTEIN
YGR260W;TNA1;DAB responsive;NEW PROTEIN
YOR025W;HST3;DAB responsive;NEW PROTEIN
YDL042C;SIR2;DAB responsive;NEW PROTEIN
YMR035W;IMP2;DAB intermed responsive;NEW PROTEIN
YGL163C;RAD54;DAB intermed responsive;NEW PROTEIN
YDL056W;MBP1;DAB hyper responsive;NEW PROTEIN
YIL052C;rpl34b;SMALL ribosomal mutant;NEW PROTEIN
YJL189W;rpl39;SMALL ribosomal mutant;NEW PROTEIN
YDL184C;rpl41a;SMALL ribosomal mutant;NEW PROTEIN
YBR191W;rpl21a;SMALL ribosomal mutant;NEW PROTEIN
YLR325C;rpl38;SMALL ribosomal mutant;NEW PROTEIN
YOR312C;rpl20b;SMALL ribosomal mutant;NEW PROTEIN
YGR148C;rpl24b;SMALL ribosomal mutant;NEW PROTEIN
YKR094C;rpl40b;SMALL ribosomal mutant;NEW PROTEIN
YDL133C;rpl41b;SMALL ribosomal mutant;NEW PROTEIN
YJL191W;rps14b;SMALL ribosomal mutant;NEW PROTEIN
YGL031C;rpl24a;SMALL ribosomal mutant;NEW PROTEIN
YPL090C;rps6a;BIG ribosomal mutant;NEW PROTEIN
YFL034C;rpl22b;BIG ribosomal mutant;NEW PROTEIN
YNL067W;rpl9b;BIG ribosomal mutant;NEW PROTEIN
YJL190C;rps22a;BIG ribosomal mutant;NEW PROTEIN
YDR447C;rps17b;BIG ribosomal mutant;NEW PROTEIN
YNL096C;rps7b;BIG ribosomal mutant;NEW PROTEIN
YLR287C;rps30a;BIG ribosomal mutant;NEW PROTEIN
YOR182C;rps30b;BIG ribosomal mutant;NEW PROTEIN
YLR441C;rps1a;BIG ribosomal mutant;NEW PROTEIN
YBR189W;rps9b;BIG ribosomal mutant;NEW PROTEIN
YOR096W;rps7a;BIG ribosomal mutant;NEW PROTEIN
YML024W;rps17a;BIG ribosomal mutant;NEW PROTEIN
YDR025W;rps11a;BIG ribosomal mutant;NEW PROTEIN
YKL006W;rpl14a;BIG ribosomal mutant;NEW PROTEIN
YOL121C;rps19a;BIG ribosomal mutant;NEW PROTEIN
YGR027C;rps25a;BIG ribosomal mutant;NEW PROTEIN
YMR142C;rpl13b;BIG ribosomal mutant;NEW PROTEIN
YIL069C;rps24b;BIG ribosomal mutant;NEW PROTEIN
