F4J2K2;820179
O48549;829298
P51430;830900
Q8RWT8;837734
Q42525;829034
P93834;816505
Q9LPS1;841468
Q56XE8;821543
Q9T071;829940
F4JJT9;829518
O80765;842339
Q9ZPV5;816337
Q0WVH0;824716
Q8H173;819637
Q08682;843569
Q9M2T9;824706
Q84TI6;836481
Q93VG5;832151
F4IDC2;843576
Q42581;818106
Q42583;840131
O64888;819061
Q42202;818189
Q42202;824425
B9DHA6;818189
B9DHA6;824425
P59224;828167
P59223;825248
A2RVR7;819316
Q9C911;843765
P42036;824424
Q9CAX6;820324
Q9SIH0;818188
P49693;828099
Q9LUQ6;820931
Q9SRX2;839407
Q9ZU97;814698
F4IAT2;839081
O65902;829600
Q9FEA2;836526
P49690;817900
P49690;819595
P49690;839511
Q9LX88;823747
P42798;836107
P42798;837291
O80646;818544
P42791;819725
Q940B0;832848
O22254;819370
Q9C713;842971
O23247;828736
Q9LRX8;822081
Q9SFU1;819897
Q9SVR0;826931
Q9FKC0;834934
F4IDS7;837804
Q9SRG3;844087
Q9XI01;838779
Q9FF55;836185
P34788;826569
P34788;838884
P34788;840300
Q42340;831956
Q9SK22;815456
Q9M8X9;819578
Q9FY65;830809
Q9FIX6;834384
Q9FY64;830810
Q08112;839564
Q9FY66;830808
Q9C5K6;840314
Q9FN21;836864
Q9FFP9;836485
P43292;830760
P43291;837637
Q9C958;842385
O64812;816833
Q940H6;829541
Q39193;836822
Q39192;824214
Q9SMQ4;830162
Q9M9E9;844164
Q9LEU4;830963
Q9SKZ2;817767
Q9SAI2;844417
Q9S9P2;838162
Q9LXM2;823551
Q9FMS6;832285
Q84WU1;835458
P16181;824054
O65569;829203
P42733;832439
P51413;843063
Q93VI3;839630
P49209;840208
P49209;840211
Q9SZX9;826637
Q6NQE2;828835
F4K0D0;835538
O23207;829828
Q9LUX9;835997
Q9M9G7;843509
Q9C514;841305
Q9M885;821308
Q8LD03;831470
Q93ZF5;843205
Q8S403;821924
Q6R8G7;837965
Q6R8G0;843280
Q6R8G3;839214
Q6R8G2;840424
Q6R8G6;828638
Q9LJW0;822550
Q6R8G5;814853
Q6R8G8;814855
Q6R8G4;814854
F4J6A8;820318
Q9LHS5;830498
P51418;818011
Q9LUD4;820688
Q9FDZ9;842142
Q9FDZ9;842161
Q43291;837486
Q43291;837497
Q9ASU7;836299
Q9LTW0;820456
Q9SLK2;841873
Q8L8W0;844283
Q9SA35;838205
Q67YS6;834657
Q84JC0;834051
Q9LRN8;821011
Q8VYP0;820046
O49553;827859
P56791;1466246
P56791;844718
O81098;821801
Q9FJL8;835909
Q94A09;840538
Q9SU83;829089
Q9SU82;829090
Q9SU81;829091
Q9LM13;838822
F4I8M8;844140
P41127;824062
Q9FF90;832455
Q9SMT4;824057
O22165;819095
Q8L7L1;828239
O64886;819059
Q94AU2;837737
Q944C2;835983
Q8GV43;818602
Q944C1;835984
Q39033;819999
Q9LY51;824760
Q39032;835981
Q56W08;830010
Q9STZ3;823882
Q6NMA7;823875
Q9SS17;819652
Q8LC83;832878
Q39071;832610
Q147G5;831001
Q9C968;844377
Q38819;838127
Q9C6Y3;841014
Q9FVX0;844075
Q9FMH5;834324
Q9C6A9;841124
Q3ECW2;841126
A0MEB5;841125
Q9LZ17;830359
P49205;814978
Q9SJ36;815070
Q9SQZ1;820230
Q9FG37;830557
Q9FIQ0;834718
Q8H100;827512
O82171;818088
Q3EC11;2745525
Q52T38;832157
Q9SGA6;821120
Q9LF30;831405
P38421;836036
Q8LEM8;820853
Q43292;841660
Q8LFH7;838092
Q8RXU5;825195
Q9SRK6;820266
Q9FPS3;829213
Q94AK8;839109
Q9LSW2;834370
P38666;824468
Q42347;818234
Q9FIJ7;834835
Q9FLF3;836588
Q8VZ19;844129
Q9C8F7;840530
O80626;818524
Q9LZ41;831853
Q9M3D2;824683
Q9SF53;820107
Q9STR1;828729
P51420;835772
Q9SLL7;816493
Q8H1D7;838357
Q9S7T1;843646
Q7Y214;836689
Q9LXA7;830920
O64650;819179
Q9M2F1;825283
Q8L953;834844
B3H5X2;6241410
Q9LZ83;830321
Q9MA55;819707
Q8RWD9;832825
Q0WWX4;831977
Q9SGW3;842760
Q9FHY0;834209
Q8GXC5;843892
Q94K14;832680
Q9LJ87;821831
Q9FE65;843298
Q42351;838331
Q9LJW6;822524
F4I6I4;841472
F4I7Y2;841519
Q9FN03;836506
Q9LFS0;831461
Q8GWF2;830771
Q0WSJ9;821100
Q9FJG9;836208
A2RVN2;839595
Q9M2S1;824723
Q9LDU3;820782
F4JBN0;824550
F4J609;821167
Q93Z10;831030
Q147F4;820093
Q9FMT4;831267
P57741;835011
Q9SW09;828679
Q9LTF2;835342
Q9FFS8;834154
Q9SKD3;819256
Q42191;836325
Q6NLH0;820954
Q8L5V0;827321
Q9SLF7;817317
P51407;817318
Q9LXM8;823584
Q9LUK2;834001
Q9SFC6;819979
F4HYS9;842543
O65371;837759
Q9S724;820050
O23049;839273
Q9S9P1;838163
Q9SKZ3;817766
Q9M9W1;819722
Q9FE58;832839
Q9SRX7;838098
F4JF14;823286
Q8GYL5;829607
Q9T029;830075
Q9SIK2;816696
Q9SIW5;816132
Q9LRT1;822428
Q9LY03;824804
Q9LZV7;831677
C0LGE4;837803
Q9M0G7;828983
Q9LHP4;822011
Q9SHI2;838294
Q9LQ11;842597
C0LGS2;829775
C0LGF5;840310
C0LGV1;834952
Q9FN37;835470
Q9SSL9;843639
Q9LYN8;830619
F4K6B8;835702
Q9FIZ3;834499
C0LGQ5;827760
Q9SGP2;839742
Q42371;817173
Q9FRS6;837381
F4I2N7;837531
Q9FII5;836269
Q9ZVR7;814753
Q9LVP0;836514
Q9FZ59;838353
C0LGR3;828760
Q9C7T7;843550
Q9ZPS9;814726
O49318;817878
O65440;827774
C0LGW6;836344
O22476;830095
Q9LJM4;821507
P47735;828967
Q6XAT2;830609
Q9LR04;843899
O49545;836699
Q9M2Z1;824129
Q9LJF3;820538
Q9SYQ8;843915
Q9XGZ2;832662
Q9ZWC8;842010
Q8VZG8;826456
Q9C7S5;843562
Q9FL28;834676
C0LGQ9;827842
C0LGJ1;843777
Q9LP24;840475
Q9SN80;823912
Q9SD64;823862
Q9SD62;823864
C0LGT6;832170
